Course_Code,Section,Course_Name_EN,Original_Course_Name,Teaching_in_English,Program_Year,Course_Type,Instructor_EN,Original_Index
CS156,A,Introduction to Medical Informatics,Introduction to Medical Informatics,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,"Chen-Xiong,Hsu",861
CS157,A,Competitive ProgrammingI,Competitive ProgrammingI,False,"Department of Computer Science and Engineering(Undergraduate Program), Freshmen",Department Elective Courses,Ji-Cherng Lin,862
CS203,A,Data Structures 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 互動多媒體微學程 互動多媒體學程,Data Structures *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"CHEN,LEE SHU-TENG",863
CS205,A,Engineering Mathematics,Engineering Mathematics,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Yuan-Hwang Liao,864
CS222,A,Programming Languages,Programming Languages,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,YI-HUAI HSU,865
CS226,A,Probability and Statistics,Probability and Statistics,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Yieh-Ran Haung,866
CS226,B,Probability and Statistics Teaching in English,Probability and Statistics *Teaching in English,True,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,YU-TING TSAI,867
CS233,A,Linear Algebra,Linear Algebra,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Chi-Fang Lin,868
CS250,A,Assembly Language and Computer Organization 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Assembly Language and Computer Organization *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"Ming-Yi,Lin",869
CS250,B,Assembly Language and Computer Organization 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Assembly Language and Computer Organization *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,"Lin,Yu-Cheng",870
CS303,A,Introduction to Java 互動多媒體微學程 互動多媒體學程,Introduction to Java *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,Yu-Yen Ou,871
CS305,A,Introduction to Operating System Teaching in English 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Operating System *Teaching in English *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,True,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,伊桑,872
CS305,B,Introduction to Operating System 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Introduction to Operating System *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,Cheng-Zen Yang,873
CS309,A,Introduction to Algorithms 人工智慧與生物資訊微學程 人工智慧與生物資訊學程 人工智慧與金融科技微學程 人工智慧與金融科技學程 金融科技微學程四,Introduction to Algorithms *人工智慧與生物資訊微學程 *人工智慧與生物資訊學程 *人工智慧與金融科技微學程 *人工智慧與金融科技學程 *金融科技微學程四,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Compulsory Courses,,874
CS324,A,Windows ProgrammingII,Windows ProgrammingII,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,KUN CHEN,875
CS335,A,Introduction to Wireless Internet,Introduction to Wireless Internet,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",,,876
CS410,A,Information and Communication Technology for Intelligent Applications,Information and Communication Technology for Intelligent Applications,False,"Department of Computer Science and Engineering(Undergraduate Program) , Sophomore",Department Elective Courses,"CHO,TSIA-LUN",877
IE110,A,CalculusII,CalculusII,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Yun-Chia Liang,878
IE114,A,Engineering Graphics,Engineering Graphics,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Yuan-Jye Tseng,879
IE114,B,Engineering Graphics,Engineering Graphics,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Yuan-Jye Tseng,880
IE124,A,Linear Algebra Teaching in English,Linear Algebra *Teaching in English,True,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,NGUYEN THI MY HANH,881
IE124,B,Linear Algebra Teaching in English,Linear Algebra *Teaching in English,True,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,NGUYEN THI MY HANH,882
IE211,A,Work Study,Work Study,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Jui-Feng Lin,883
IE211,B,Work Study,Work Study,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Compulsory Courses,Jui-Feng Lin,884
IE301,A,Industrial Accounting,Industrial Accounting,False,"Department of Industrial Engineering and Management(Undergraduate Program), Freshmen",Department Elective Courses,TAI CHIA-WEI,885
IE233,A,Research Methodology,Research Methodology,False,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Compulsory Courses,Chia-Cheng Chen,886
IE233,B,Research Methodology,Research Methodology,False,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Compulsory Courses,Chia-Cheng Chen,887
IE237,A,Statistical Modeling and Computerized Implementations 人因工程與設計 工業4.0－智慧生產學程,Statistical Modeling and Computerized Implementations *人因工程與設計 *工業4.0－智慧生產學程,False,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Elective Courses,Yun-Shiow Chen,888
IE312,A,Logistics Management 電子化供應鏈,Logistics Management *電子化供應鏈,False,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Elective Courses,Ching-Jung Ting,889
IE329,A,Operations ResearchII Teaching in English,Operations ResearchII *Teaching in English,True,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Compulsory Courses,Gen-Han Wu,890
IE329,B,Operations ResearchII Teaching in English,Operations ResearchII *Teaching in English,True,"Department of Industrial Engineering and Management(Undergraduate Program) , Junior",Department Compulsory Courses,Gen-Han Wu,891
