Course_Code,Section,Course_Name_EN,Original_Course_Name,Teaching_in_English,Program_Year,Course_Type,Instructor_EN,Original_Index
IC151,B,Introduction to Design Principles Teaching in English,Introduction to Design Principles *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,"CHEN,YEN-CHANG",388
IC175,A,Design History,Design History,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,Li-Chiou Chen,389
IC181,A,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,390
IC181,B,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,391
IC184,A,Computer ProgrammingI,Computer ProgrammingI,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,392
IC212,A,Computer Programming,Computer Programming,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,393
IC224,A,General Physics,General Physics,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Elective Courses,Te-Jen Chang,394
IC286,A,Computer Programming Lab.I,Computer Programming Lab.I,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,395
IC286,B,Computer Programming Lab.I,Computer Programming Lab.I,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,396
IC287,A,Introduction to Calculus,Introduction to Calculus,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Elective Courses,Chin-Hung Teng,397
IC336,A,Computer Programming Lab.,Computer Programming Lab.,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Compulsory Courses,,398
IC362,A,Intellectual Property,Intellectual Property,False,"Department of Information Communication(Undergraduate Program), Freshmen",Department Elective Courses,Chih-Liang Yeh,399
IC294,A,Designing Wearable Technology I Teaching in English,Designing Wearable Technology I *Teaching in English,True,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,"Chen,Yu-Chi",400
IC296,A,Creative Media Practice,Creative Media Practice,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,"CHEN,YEN-CHANG",401
IC322,A,Advanced Film and Video Production Workshop,Advanced Film and Video Production Workshop,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Shih Ming Chang,402
IC337,A,3D Computer Animation,3D Computer Animation,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,)、張世明(Shih Ming Chang,403
IC344,A,Human Computer Interaction Application Teaching in English,Human Computer Interaction Application *Teaching in English,True,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,"Chen,Yu-Chi",404
IC346,A,Virtual Reality Teaching in English 互動媒體學程 含微學程,Virtual Reality *Teaching in English *互動媒體學程 含微學程,True,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,,405
IC347,A,Visual Effects for Film and Video,Visual Effects for Film and Video,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Shih Ming Chang,406
IC348,A,Topics on ICT & Innovation,Topics on ICT & Innovation,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,Hsiao-Hui Wang,407
IC349,A,User-Interface Design 互動多媒體微學程 互動多媒體學程,User-Interface Design *互動多媒體微學程 *互動多媒體學程,False,"Department of Information Communication(Undergraduate Program) , Junior",Department Elective Courses,,408
IC401,A,Internship Ⅰ,Internship Ⅰ,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,,409
IC401,B,Internship Ⅰ,Internship Ⅰ,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,"CHEN,YEN-CHANG",410
IC454,A,Seminar on Information CommunicationI,Seminar on Information CommunicationI,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Elective Courses,)、方文聘(,411
IC464,A,Field StudyI,Field StudyI,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,,412
IC464,B,Field StudyI,Field StudyI,False,"Department of Information Communication(Undergraduate Program) , Senior",Department Compulsory Courses,,413
IC172,A,Data Structure,Data Structure,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Compulsory Courses,,414
IC194,A,Principles of Animation,Principles of Animation,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Compulsory Courses,Shih Ming Chang,415
IC205,A,Computer Graphics Design,Computer Graphics Design,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Compulsory Courses,,416
IC225,A,Interactive Script Production,Interactive Script Production,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Elective Courses,Hong-I Chang,417
IC238,A,Windows Programming,Windows Programming,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Compulsory Courses,Chin-Hung Teng,418
IC242,A,Game Planning,Game Planning,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Elective Courses,"Chen,Yu-Chi",419
IC249,A,Case Study on Cultural Industries,Case Study on Cultural Industries,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Elective Courses,Hsiao-Hui Wang,420
IC275,A,Java Programming,Java Programming,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Elective Courses,,421
IC350,B,Marketing Technology,Marketing Technology,False,"Department of Information Communication(Undergraduate Program) , Sophomore",Department Elective Courses,Hsiao-Hui Wang,422
IN101,A1,CalculusI Teaching in English,CalculusI *Teaching in English,True,"I  , Freshmen",Department Compulsory Courses,卡其,423
IN102,A,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,424
IN103,A,Computer ProgrammingI Teaching in English,Computer ProgrammingI *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,425
IN104,A,Intellectual Property Teaching in English,Intellectual Property *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,Chih-Liang Yeh,426
IN111,A,English Listening and Reading I Teaching in English,English Listening and Reading I *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,427
IN101,A1,CalculusI Teaching in English,CalculusI *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,428
IN102,A,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,429
IN103,A,Computer ProgrammingI Teaching in English,Computer ProgrammingI *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,430
IN104,A,Intellectual Property Teaching in English,Intellectual Property *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,Chih-Liang Yeh,431
IN111,A,English Listening and Reading I Teaching in English,English Listening and Reading I *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,432
IN101,A1,CalculusI Teaching in English,CalculusI *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,433
IN102,A,Introduction to Computer Science Teaching in English,Introduction to Computer Science *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,卡其,434
IN103,A,Computer ProgrammingI Teaching in English,Computer ProgrammingI *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Compulsory Courses,,435
IN104,A,Intellectual Property Teaching in English,Intellectual Property *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,Chih-Liang Yeh,436
IN111,A,English Listening and Reading I Teaching in English,English Listening and Reading I *Teaching in English,True,"International Bachelor Program in Informatics(Undergraduate Program), Freshmen",Department Elective Courses,I-Li Chao,437
IM501,A,SeminarI,SeminarI,False,"Department of Information Management(Master Program) , First Year",Department Compulsory Courses,,438
IM504,A,Intelligent Management Systems,Intelligent Management Systems,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chao-Chang Chiu,439
IM531,A,Problem Solving and Decision Making Teaching in English,Problem Solving and Decision Making *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chien-Lung Chan,440
IM542,A,Fuzzy Systems Theory and Applications,Fuzzy Systems Theory and Applications,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chin-Tzong Pang,441
IM574,A,Special Topics in e-Business,Special Topics in e-Business,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chao-Chang Chiu,442
IM591,A,Information Management Theory and Practice Teaching in English,Information Management Theory and Practice *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Compulsory Courses,CELESTE SEE-PUI NG,443
IM591,B,Information Management Theory and Practice,Information Management Theory and Practice,False,"Department of Information Management(Master Program) , First Year",Department Compulsory Courses,Kuochung Chang,444
IM593,B,Quantitative Method Decision Making,Quantitative Method Decision Making,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chih Cheng Chen,445
IM595,A,Vocational Training,Vocational Training,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,,446
IM620,A,Information Security,Information Security,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,,447
IM701,A,Introduction to Data Science,Introduction to Data Science,False,"Department of Information Management(Master Program) , First Year",Department Compulsory Courses,Liang-Chih Yu,448
IM701,B,Introduction to Data Science,Introduction to Data Science,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Jun-Lin Lin,449
IM712,A,Machine Learning,Machine Learning,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Jui-Chien Hsieh,450
IM720,B,Financial Data Analytics,Financial Data Analytics,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Yi-Chuan Lu,451
IM736,A,Social Media Analytics,Social Media Analytics,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Chin-Sheng Yang,452
IM802,A,Information Industry and Regulation Teaching in English,Information Industry and Regulation *Teaching in English,True,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Yuntsai Chou,453
IM803,B,Information and Social Innovation,Information and Social Innovation,False,"Department of Information Management(Master Program) , First Year",Department Elective Courses,Shu-Fen Tseng,454
GI525,A,Seminar on Research ProjectsI,Seminar on Research ProjectsI,False,"Department of Information Communication(Master Program) , First Year",Department Compulsory Courses,)、張世明(Shih Ming Chang,455
GI622,A,Electronic Commerce Teaching in English,Electronic Commerce *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,Hsiao-Hui Wang,456
GI633,A,Research of Intellectual Property Teaching in English,Research of Intellectual Property *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,Chih-Liang Yeh,457
GI644,A,User Experience Research of Digital Media Teaching in English,User Experience Research of Digital Media *Teaching in English,True,"Department of Information Communication(Master Program) , First Year",Department Elective Courses,,458
CS514,B,Human-Computer Interaction Design 互動多媒體微學程 互動多媒體學程,Human-Computer Interaction Design *互動多媒體微學程 *互動多媒體學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Chih-Yueh Chou,459
CS519,A,Wireless Networking,Wireless Networking,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,YI-HUAI HSU,460
CS529,B,Internet of Things,Internet of Things,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,461
CS534,A1,Biostatistics Teaching in English,Biostatistics *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,462
CS535,A,Computational Biology,Computational Biology,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Yu-Yen Ou,463
CS536,A,Medical Informatics and Medical Decision Making,Medical Informatics and Medical Decision Making,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,464
CS554,A,Seminar,Seminar,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Compulsory Courses,Yieh-Ran Haung,465
CS556,B,Research Project,Research Project,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Compulsory Courses,,466
CS569,A,Computer Graphics Teaching in English 互動多媒體微學程 互動多媒體學程,Computer Graphics *Teaching in English *互動多媒體微學程 *互動多媒體學程,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,YU-TING TSAI,467
CS606,A,Special Topics on Computer Assisted Instruction,Special Topics on Computer Assisted Instruction,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Chih-Yueh Chou,468
CS624,B,Computation Theory,Computation Theory,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,469
CS650,A,Electronic Design Automation Teaching in English 計算機軟硬系統設計與整合微學程 計算機軟硬系統設計與整合學程,Electronic Design Automation *Teaching in English *計算機軟硬系統設計與整合微學程 *計算機軟硬系統設計與整合學程,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Rung-Bin Lin,470
CS660,B,Deep Learning 人工智慧與金融科技微學程 人工智慧與金融科技學程,Deep Learning *人工智慧與金融科技微學程 *人工智慧與金融科技學程,False,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,Shang-Kuan Chen,471
CS678,A,Graph Theory Teaching in English,Graph Theory *Teaching in English,True,"Department of Computer Science and Engineering(Master Program) , First Year",Department Elective Courses,,472
IM901,A,Seminar in Advanced Information ManagementI,Seminar in Advanced Information ManagementI,False,"Department of Information Management(Ph.D. Program) , First Year",Department Compulsory Courses,,473
IM903,A,Seminar in Advanced Information ManagementIII,Seminar in Advanced Information ManagementIII,False,"Department of Information Management(Ph.D. Program) , First Year",Department Compulsory Courses,,474
EN001,A,Fundamental Computer Programming- PythonI,Fundamental Computer Programming- PythonI,False,"College of Electrical and Communication Engineering(Master Program) , First Year",,Nien-Po Chen,475
EN003,A,Fundamental Computer Programming-C 智慧電網學程 數位科技應用學程,Fundamental Computer Programming-C *智慧電網學程 *數位科技應用學程,False,"College of Electrical and Communication Engineering(Master Program) , First Year",,,476
EN003,B,Fundamental Computer Programming-C 智慧電網學程 數位科技應用學程,Fundamental Computer Programming-C *智慧電網學程 *數位科技應用學程,False,"College of Electrical and Communication Engineering(Master Program) , First Year",,,477
EN004,A,Fundamental Computer Programming- Python 人工智慧學程,Fundamental Computer Programming- Python *人工智慧學程,False,"College of Electrical and Communication Engineering(Master Program) , First Year",,Chien-Cheng Lee,478
EN004,B,Fundamental Computer Programming- Python 人工智慧學程,Fundamental Computer Programming- Python *人工智慧學程,False,"College of Electrical and Communication Engineering(Master Program) , First Year",,Chien-Cheng Lee,479
EN004,C,Fundamental Computer Programming- Python Teaching in English 人工智慧學程,Fundamental Computer Programming- Python *Teaching in English *人工智慧學程,True,"College of Electrical and Communication Engineering(Master Program) , First Year",,SYED HUMAYOON SHAH,480
CL148,A,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,481
CL148,B,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,482
CL148,C,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,483
CL148,D,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,484
CL148,E1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,485
CL148,E2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,486
CL148,F2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,487
CL148,F3,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,488
CL148,G1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,489
CL148,G2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,490
CL148,G3,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,491
CL148,H1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,492
CL148,H2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,493
CL148,I1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,494
CL148,I2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,YEN SHU,495
CL148,J1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,496
CL148,J2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,497
CL148,K1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,"LEE,CHI-HUNG",498
CL148,K2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,Tsui-Ying Lee,499
CL148,L1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,500
CL148,L2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,501
CL148,M,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,502
CL148,N,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,503
CL148,O,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,504
CL148,P1,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,505
CL148,P2,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,506
CL148,Q,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,507
CL148,R,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,508
CL148,S,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,509
CL148,T,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,510
CL148,U,"Chinese Reading, Critical Thinking, and Expression I","Chinese Reading, Critical Thinking, and Expression I",False,"General Education Center(Master Program) , First Year",,,511
CL148,V,"Chinese Reading, Critical Thinking, and Expression I Teaching in English","Chinese Reading, Critical Thinking, and Expression I *Teaching in English",True,"General Education Center(Master Program) , First Year",,,512
CL148,W,"Chinese Reading, Critical Thinking, and Expression I Teaching in English","Chinese Reading, Critical Thinking, and Expression I *Teaching in English",True,"General Education Center(Master Program) , First Year",,,513
CL148,X,"Chinese Reading, Critical Thinking, and Expression I Teaching in English","Chinese Reading, Critical Thinking, and Expression I *Teaching in English",True,"General Education Center(Master Program) , First Year",,,514
FC003,K,A Guide to Classics Teaching in English,A Guide to Classics *Teaching in English,True,"General Education Center(Master Program) , First Year",,Ming-Yunn Deng,515
FC003,L,A Guide to Classics Teaching in English,A Guide to Classics *Teaching in English,True,"General Education Center(Master Program) , First Year",,)丁小雨(Caroline Pires Ting,516
GN201,A,Mathematics and Logic Thinking,Mathematics and Logic Thinking,False,"General Education Center(Master Program) , First Year",,Yee-Ming Chen,517
GN201,B,Mathematics and Logic Thinking Teaching in English,Mathematics and Logic Thinking *Teaching in English,True,"General Education Center(Master Program) , First Year",,,518
GN220,A,Introduction to Medical Engineering,Introduction to Medical Engineering,False,"General Education Center(Master Program) , First Year",,Heng-Fu Lin,519
GN225,A,Appreciation of Landscape,Appreciation of Landscape,False,"General Education Center(Master Program) , First Year",,MING-YANG HSU,520
GN237,A,Camera World,Camera World,False,"General Education Center(Master Program) , First Year",,Huang-Der Hu,521
GN237,B,Camera World,Camera World,False,"General Education Center(Master Program) , First Year",,Huang-Der Hu,522
GN247,A,Introduction to Energy Technology,Introduction to Energy Technology,False,"General Education Center(Master Program) , First Year",,"YU,JYUN-WEI",523
GN407,A,History of Science Teaching in English,History of Science *Teaching in English,True,"General Education Center(Master Program) , First Year",,"Ko,Hsien-Chen",524
GN409,A,Nature Inspired Design Teaching in English,Nature Inspired Design *Teaching in English,True,"General Education Center(Master Program) , First Year",,Yee-Ming Chen,525
GN410,A,Introduction to Cosmetics and Its Application,Introduction to Cosmetics and Its Application,False,"General Education Center(Master Program) , First Year",,,526
GN410,B,Introduction to Cosmetics and Its Application,Introduction to Cosmetics and Its Application,False,"General Education Center(Master Program) , First Year",,,527
GN424,A,Travel in Taiwan with Geosciences,Travel in Taiwan with Geosciences,False,"General Education Center(Master Program) , First Year",,"LO,YU-TSUNG",528
GN425,A,Discovering the Earth's Atmosphere,Discovering the Earth's Atmosphere,False,"General Education Center(Master Program) , First Year",,Meng-Yuan Chen,529
GN428,A,The Past and the Future of the Digital Technologies 科技與社會微學程 數位與創新永續微學程,The Past and the Future of the Digital Technologies *科技與社會微學程 *數位與創新永續微學程,False,"General Education Center(Master Program) , First Year",,Nien-Po Chen,530
GN430,A,Fundamental Cloud Computing and Practic,Fundamental Cloud Computing and Practic,False,"General Education Center(Master Program) , First Year",,,531
GS205,A,Figures and Chinese History,Figures and Chinese History,False,"General Education Center(Master Program) , First Year",,,532
GS206,A,The History of Chinese Art,The History of Chinese Art,False,"General Education Center(Master Program) , First Year",,Shih-Wen Kung,533
GS211,A,Social Psychology,Social Psychology,False,"General Education Center(Master Program) , First Year",,Chiu-Yu Chung,534
GS341,A,Introduction to the Study of Law,Introduction to the Study of Law,False,"General Education Center(Master Program) , First Year",,Kuo Chao Wei,535
GS349,A,Introduction to Psychology,Introduction to Psychology,False,"General Education Center(Master Program) , First Year",,Li-Jung Mai,536
GS349,B,Introduction to Psychology,Introduction to Psychology,False,"General Education Center(Master Program) , First Year",,Li-Jung Mai,537
GS357,A,Marriages & Families,Marriages & Families,False,"General Education Center(Master Program) , First Year",,Ming-shan Kang,538
GS372,A,Intellectual Property Rights 文化產業微學程 文化產業學程（學士班） 科技創業與管理微學程,Intellectual Property Rights *文化產業微學程 *文化產業學程（學士班） *科技創業與管理微學程,False,"General Education Center(Master Program) , First Year",,Lin Li Ting,539
GS372,B,Intellectual Property Rights 文化產業微學程 文化產業學程（學士班） 科技創業與管理微學程,Intellectual Property Rights *文化產業微學程 *文化產業學程（學士班） *科技創業與管理微學程,False,"General Education Center(Master Program) , First Year",,,540
GS375,A,Assiduity about Society 社會關懷與創意知能微學程,Assiduity about Society *社會關懷與創意知能微學程,False,"General Education Center(Master Program) , First Year",,Li-Jung Mai,541
GS396,A,Global Cities and Social Space Teaching in English,Global Cities and Social Space *Teaching in English,True,"General Education Center(Master Program) , First Year",,GEORG HARTICH,542
GS418,A,Self Management and Career Development,Self Management and Career Development,False,"General Education Center(Master Program) , First Year",,Hsin-Lin Chen,543
GS418,B,Self Management and Career Development Teaching in English,Self Management and Career Development *Teaching in English,True,"General Education Center(Master Program) , First Year",,I-Li Chao,544
GS425,A,Technology Development and Society Change,Technology Development and Society Change,False,"General Education Center(Master Program) , First Year",,,545
GS426,A,Gender Education,Gender Education,False,"General Education Center(Master Program) , First Year",,Chiu-Yu Chung,546
GS430,A,Media and International Relations,Media and International Relations,False,"General Education Center(Master Program) , First Year",,Feng-Yung Hu,547
GS430,B,Media and International Relations,Media and International Relations,False,"General Education Center(Master Program) , First Year",,Feng-Yung Hu,548
GS434,A,A brief introduction to European History Teaching in English,A brief introduction to European History *Teaching in English,True,"General Education Center(Master Program) , First Year",,GEORG HARTICH,549
GS447,A,Labor Protection & Rights,Labor Protection & Rights,False,"General Education Center(Master Program) , First Year",,"Hsiu-Lien,Chien",550
GS448,A,"Digital Media Literacy, Thinking, and Practice","Digital Media Literacy, Thinking, and Practice",False,"General Education Center(Master Program) , First Year",,,551
GS449,A,Childhood And Culture,Childhood And Culture,False,"General Education Center(Master Program) , First Year",,Yi-Yun Wang,552
ID001,A,General Education Forum,General Education Forum,False,"General Education Center(Master Program) , First Year",,Ming-shan Kang,553
ID001,B,General Education Forum,General Education Forum,False,"General Education Center(Master Program) , First Year",,Feng-Yung Hu,554
ID001,C,General Education Forum,General Education Forum,False,"General Education Center(Master Program) , First Year",,Tse-fu Kuan,555
ID001,D,General Education Forum,General Education Forum,False,"General Education Center(Master Program) , First Year",,,556
ID003,A,Culture of Historic Monuments and Local Lives,Culture of Historic Monuments and Local Lives,False,"General Education Center(Master Program) , First Year",,,557
ID004,A,"Islands, Ethnic and Culture","Islands, Ethnic and Culture",False,"General Education Center(Master Program) , First Year",,,558
ID005,A,Guide to Local Culture,Guide to Local Culture,False,"General Education Center(Master Program) , First Year",,,559
ID007,A,Recount of the City’s Life and Culture 科技與社會微學程,Recount of the City’s Life and Culture *科技與社會微學程,False,"General Education Center(Master Program) , First Year",,,560
ID008,A,Taoyuan Tourism and History,Taoyuan Tourism and History,False,"General Education Center(Master Program) , First Year",,,561
ID008,B,Taoyuan Tourism and History,Taoyuan Tourism and History,False,"General Education Center(Master Program) , First Year",,,562
ID009,A,Hakka and Taiwan,Hakka and Taiwan,False,"General Education Center(Master Program) , First Year",,,563
ID009,B,Hakka and Taiwan,Hakka and Taiwan,False,"General Education Center(Master Program) , First Year",,Fu-mei Hsu,564
LE113,A,Drama Appreciation,Drama Appreciation,False,"General Education Center(Master Program) , First Year",,"Lee, Chi-Jui",565
LE113,B,Drama Appreciation,Drama Appreciation,False,"General Education Center(Master Program) , First Year",,"Lee, Chi-Jui",566
LE213,A,Folk Music,Folk Music,False,"General Education Center(Master Program) , First Year",,,567
LE213,B,Folk Music,Folk Music,False,"General Education Center(Master Program) , First Year",,,568
LE308,A,Aesthetics,Aesthetics,False,"General Education Center(Master Program) , First Year",,Chang-Hsiang Sun,569
LE308,B,Aesthetics Teaching in English,Aesthetics *Teaching in English,True,"General Education Center(Master Program) , First Year",,)丁小雨(Caroline Pires Ting,570
LE330,A,Language and Logic,Language and Logic,False,"General Education Center(Master Program) , First Year",,"Chi-Her,Yang",571
LE348,A,An Introduction to Japanese Culture 人文素養與多元創意微學程,An Introduction to Japanese Culture *人文素養與多元創意微學程,False,"General Education Center(Master Program) , First Year",,Ming-shan Kang,572
LE357,A,Classical Music Appreciation,Classical Music Appreciation,False,"General Education Center(Master Program) , First Year",,,573
LE357,B,Classical Music Appreciation,Classical Music Appreciation,False,"General Education Center(Master Program) , First Year",,,574
LE406,A,A Guide to Picture Storybooks,A Guide to Picture Storybooks,False,"General Education Center(Master Program) , First Year",,Yi-Yun Wang,575
